Date,Open,High,Low,Close,Volume,Adj Close,,
9/2/10,251.26001,252.169991,248.569988,252.169991,103856900,33.159812,,
9/3/10,255.090004,258.779995,254.500004,258.770008,130197200,34.0277,,
9/7/10,256.639999,259.529999,256.250004,257.810013,85639400,33.901463,,
9/8/10,259.779991,264.390003,259.100002,262.92001,131637800,34.573416,,
9/9/10,265.040005,266.520012,262.92001,263.07,109643800,34.59314,,
9/10/10,263.190002,264.499992,261.400002,263.410007,96885600,34.63785,,
9/13/10,265.819996,268.279999,265.759995,267.039997,97195000,35.115186,,
9/14/10,266.209991,269.170006,265.519989,268.059994,102037600,35.249313,,
9/15/10,268.17001,270.379993,267.839989,270.21999,107342200,35.533348,,
9/16/10,270.23999,276.669991,269.5,276.569988,163025800,36.368359,,
9/17/10,277.689987,277.960007,273.679989,275.369987,158619300,36.210562,,
9/20/10,276.07999,283.780006,275.849998,283.230007,164669400,37.244137,,
9/21/10,283.860008,287.349995,282.789997,283.769993,167018600,37.315144,,
9/22/10,282.709995,287.979996,282.409988,287.750004,146322400,37.838507,,
9/23/10,286.329998,292.759998,286.000004,288.919991,196529200,37.992358,,
9/24/10,292.10001,293.530003,290.549988,292.319988,162372000,38.43945,,
9/27/10,293.98,294.730003,291.009998,291.159988,120708700,38.286913,,
9/28/10,291.769989,291.769989,274.999992,286.859997,258760600,37.721473,,
9/29/10,287.229992,289.809998,286.000004,287.369995,117411000,37.788537,,
9/30/10,288.999992,289.999989,281.249989,283.749992,168347900,37.312514,,
10/1/10,286.149994,286.57999,281.349991,282.520004,112035700,37.150774,,
10/4/10,281.60001,282.900013,277.769989,278.639996,108825500,36.640561,,
10/5/10,281.999992,289.449989,281.819988,288.939991,125491800,37.994988,,
10/6/10,289.589993,291.989994,285.259987,289.19001,167717200,38.027865,,
10/7/10,290.339996,290.48,286.910011,289.219997,102099900,38.031808,,
10/8/10,291.709988,294.500011,289.999989,294.069988,164600800,38.669572,,
10/11/10,294.73999,297.239994,294.599987,295.360004,106938300,38.839206,,
10/12/10,295.409992,299.499992,292.490005,298.539997,139636000,39.257368,,
10/13/10,300.200008,301.959995,299.799999,300.140007,157523100,39.467766,,
10/14/10,301.690002,302.469994,300.400013,302.30999,108824100,39.753114,,
10/15/10,307.439987,315,304.909996,314.739994,230548500,41.387633,,
10/18/10,318.470013,319.000011,314.289997,317.999989,273252700,41.816315,,
10/19/10,303.400002,313.770012,300.020004,309.489994,308196000,40.697269,,
10/20/10,308.999996,314.249996,306.869987,310.529991,180406100,40.834027,,
10/21/10,312.359993,314.739994,306.799999,309.520008,137865000,40.701216,,
10/22/10,309.070011,310.039993,306.299988,307.470001,93194500,40.431645,,
10/25/10,309.090012,311.600002,308.44001,308.839993,98115500,40.611795,,
10/26/10,306.869987,309.740013,305.650013,308.049988,98232400,40.507912,,
10/27/10,307.650005,309.89999,305.599998,307.830009,99750700,40.478985,,
10/28/10,307.950012,308,300.899998,305.23999,137762800,40.138403,,
10/29/10,304.230007,305.880005,300.87001,300.98,107627800,39.578223,,
11/1/10,302.220001,305.599998,302.200001,304.179993,105972300,39.999015,,
11/2/10,307.000004,310.19001,307.000004,309.360004,108482500,40.680176,,
11/3/10,311.37001,312.880005,308.529999,312.800003,127087100,41.132528,,
11/4/10,315.449997,320.180012,315.029987,318.270008,160622000,41.851822,,
11/5/10,317.990002,319.570011,316.75,317.130009,90313300,41.701915,,
11/8/10,317.199997,319.769989,316.759987,318.620003,70439600,41.897846,,
11/9/10,321.049992,321.300011,314.499989,316.079998,95886000,41.563841,,
11/10/10,316.640011,318.769993,313.550007,318.030003,96056800,41.820262,,
11/11/10,315,318.399998,314.249996,316.649998,90321000,41.638794,,
11/12/10,315.999996,316.500008,303.629993,308.029987,198961700,40.505282,,
11/15/10,308.460011,310.540005,306.27,307.040005,100901500,40.375101,,
11/16/10,305.720001,307.599991,299.319988,301.59,164412500,39.658437,,
11/17/10,301.200005,303.990002,297.760006,300.499989,119862400,39.515103,,
11/18/10,305.199989,309.669998,304.689991,308.429996,123622800,40.557882,,
11/19/10,307.970013,308.400009,305.23999,306.730011,96210800,40.334337,,
11/22/10,306.679996,313.359989,305.869991,313.359989,98268800,41.206165,,
11/23/10,310.449989,311.749992,306.559994,308.730003,129861900,40.597332,,
11/24/10,312.000011,315.400009,311.749992,314.799995,103431300,41.395523,,
11/26/10,313.739998,317.700008,312.940006,315,59396400,41.421823,,
11/29/10,315.500011,317.480003,311.379997,316.870003,111446300,41.667725,,
11/30/10,313.539993,314.360012,310.869999,311.150005,125464500,40.915557,,
12/1/10,315.269993,317.749996,315,316.400005,115437700,41.605921,,
12/2/10,317.529991,319.000011,314.890011,318.150005,115709300,41.836042,,
12/3/10,317.010006,318.64999,316.340004,317.440002,85523200,41.742678,,
12/6/10,318.640003,322.329994,318.419998,320.149998,112120400,42.099037,,
12/7/10,323.799988,323.990005,318.119991,318.210007,97863500,41.843932,,
12/8/10,319.630013,321.020004,317.110008,321.009991,80483900,42.212124,,
12/9/10,322.12999,322.500011,319.020012,319.760002,73537800,42.047753,,
12/10/10,319.650013,321.049992,318.600002,320.559994,65627800,42.15295,,
12/13/10,324.369987,325.05999,321.000004,321.670006,109953900,42.298915,,
12/14/10,321.730007,322.540012,319.000011,320.290001,87752000,42.117447,,
12/15/10,320.000008,322.999996,319.190002,320.359989,104328000,42.12665,,
12/16/10,321.089993,322.610001,320.10001,321.249996,80507700,42.243684,,
12/17/10,321.630005,321.790009,320.23,320.610008,96732300,42.159527,,
12/20/10,321.599991,323.249989,318.230007,322.209991,96402600,42.369922,,
12/21/10,322.999996,324.389988,322.049988,324.199997,64088500,42.631603,,
12/22/10,324.360001,325.720005,323.549995,325.159992,66480400,42.75784,,
12/23/10,324.999989,325.150005,323.169987,323.60001,55789300,42.552706,,
12/27/10,322.850006,325.439999,321.519989,324.680008,62454000,42.694723,,
12/28/10,325.909996,326.66,325.05999,325.470013,43981000,42.798607,,
12/29/10,326.21999,326.450008,325.099991,325.290009,40784800,42.774937,,
12/30/10,325.48,325.509987,323.050011,323.660011,39373600,42.560596,,
12/31/10,322.950008,323.480007,321.309998,322.560013,48377000,42.415949,,
1/3/11,325.640003,330.260002,324.840012,329.57,111284600,43.337747,,
1/4/11,332.439999,332.5,328.149994,331.290012,77270200,43.563925,,
1/5/11,329.549999,334.339989,329.500011,334.000008,63879900,43.920283,,
1/6/11,334.719997,335.249996,332.900009,333.729988,75107200,43.884776,,
1/7/11,333.989994,336.349995,331.900013,336.120003,77982800,44.199058,,
1/10/11,338.829998,343.229992,337.169987,342.450001,112140000,45.031439,,
1/11/11,344.87999,344.959991,339.470013,341.639996,111027000,44.924925,,
1/12/11,343.249992,344.429993,342.000004,344.420006,75647600,45.290491,,
1/13/11,345.159996,346.640003,343.850006,345.680008,74195100,45.456178,,
1/14/11,345.889999,348.479992,344.440006,348.479992,77210000,45.82437,,
1/18/11,329.520012,344.759987,326.000011,340.650013,470249500,44.794745,,
1/19/11,348.350002,348.599995,336.879993,338.840012,283903200,44.556734,,
1/20/11,336.429996,338.299999,330.119999,332.680004,191197300,43.746706,,
1/21/11,333.769989,334.880001,326.630013,326.720001,188600300,42.962978,,
1/24/11,326.869991,337.449993,326.720001,337.449993,143670800,44.373949,,
1/25/11,336.329994,341.439991,334.570007,341.39999,136717000,44.893365,,
1/26/11,342.959999,345.600006,341.499992,343.850006,126718900,45.215537,,
1/27/11,343.779991,344.689999,342.830009,343.209991,71256500,45.131376,,
1/28/11,344.169987,344.400005,333.53001,336.100002,148014300,44.196428,,
1/31/11,335.799995,340.040012,334.299988,339.319996,94311700,44.61985,,
2/1/11,341.299988,345.649994,340.980007,345.030006,106658300,45.370705,,
2/2/11,344.449993,345.250011,343.549999,344.320004,64738800,45.277341,,
2/3/11,343.799992,344.240002,338.549992,343.44001,98449400,45.161623,,
2/4/11,343.639988,346.700005,343.509998,346.5,80460100,45.564006,,
2/7/11,347.889992,353.250008,347.639999,351.87999,121255400,46.271463,,
2/8/11,353.680004,355.519993,352.150009,355.200012,95260200,46.708038,,
2/9/11,355.189999,358.999992,354.869991,358.16,120686300,47.09727,,
2/10/11,357.389996,359.999989,348.000008,354.539997,232137500,46.621248,,
2/11/11,354.749989,357.799992,353.540001,356.85001,91893200,46.92501,,
2/14/11,356.790009,359.480003,356.710007,359.179996,77604100,47.231398,,
2/15/11,359.19001,359.970001,357.549999,359.900013,71043700,47.326078,,
2/16/11,360.800007,364.899994,360.5,363.129993,120289400,47.750814,,
2/17/11,357.249992,360.270008,356.519989,358.300003,132645800,47.115681,,
2/18/11,358.709999,359.500004,349.519989,350.560013,204014300,46.097888,,
2/22/11,342.149994,345.400002,337.720013,338.609993,218138900,44.526487,,
2/23/11,338.769997,344.640011,338.609993,342.619991,167963600,45.053793,,
2/24/11,344.019997,345.150009,338.369987,342.879997,124975200,45.087983,,
2/25/11,345.259998,348.430004,344.799988,348.160011,95004700,45.782293,,
2/28/11,351.240002,355.049995,351.119999,353.210007,100768500,46.446357,,
3/1/11,355.470005,355.719997,347.68,349.309998,114034200,45.933514,,
3/2/11,349.959999,354.350006,348.39999,352.119995,150647700,46.303023,,
3/3/11,357.189991,359.789997,355.920002,359.560005,125197100,47.281368,,
3/4/11,360.070004,360.290009,357.750004,359.999989,113316700,47.339225,,
3/7/11,361.399994,361.669987,351.30999,355.359989,136530800,46.729075,,
3/8/11,354.909992,357.400009,352.250011,355.759998,89079200,46.781675,,
3/9/11,354.689987,354.760002,350.599987,352.46999,113326500,46.349046,,
3/10/11,349.120007,349.770008,344.89999,346.669991,126884800,45.586359,,
3/11/11,345.330013,352.32,344.999992,351.990005,117770100,46.285929,,
3/14/11,353.179993,356.479988,351.30999,353.560001,108989300,46.492381,,
3/15/11,342.100006,347.840004,340.099987,345.429989,180270300,45.423301,,
3/16/11,342.000004,343,326.259991,330.01001,290502800,43.395607,,
3/17/11,336.830006,339.609989,330.660011,334.639996,164855600,44.00444,,
3/18/11,337.130013,338.199997,329.999996,330.669998,188303500,43.482394,,
3/21/11,335.990013,339.740005,335.26001,339.299995,102350500,44.61722,,
3/22/11,342.55999,342.619991,339.139992,341.200012,81480700,44.867069,,
3/23/11,339.279995,340.21999,335.950012,339.190006,93249100,44.602757,,
3/24/11,341.849987,345.999989,338.860012,344.970005,101178000,45.362814,,
3/25/11,348.069996,352.059994,347.020012,351.540009,112227500,46.226756,,
3/28/11,353.150005,354.319992,350.44001,350.44001,77338800,46.082108,,
3/29/11,347.66,350.959995,346.05999,350.959995,88225200,46.150485,,
3/30/11,350.639988,350.879993,347.439995,348.630009,82351500,45.844097,,
3/31/11,346.359997,349.799995,346.05999,348.510006,68504800,45.828317,,
4/1/11,351.110012,351.589996,343.300007,344.560009,104665400,45.308901,,
4/4/11,344.30999,344.60001,338.400002,341.189999,115021200,44.865752,,
4/5/11,336.990009,342.249996,336,338.889999,120682800,44.563307,,
4/6/11,341.220013,343.899994,337.139999,338.039993,100634800,44.451533,,
4/7/11,338.099995,340.430008,336.029987,338.079994,93361800,44.456793,,
4/8/11,339.92001,340.150002,333.949993,335.060005,94383800,44.059671,,
4/11/11,334.060009,335.670006,330.019997,330.799988,99736700,43.499488,,
4/12/11,330.489994,333.729988,330.200001,332.399998,106409800,43.709886,,
4/13/11,335.020004,336.140003,332.52,336.12999,86555000,44.200371,,
4/14/11,334.799999,336,332.05999,332.419998,75450200,43.712516,,
4/15/11,333.299992,333.639999,326.800003,327.459991,113401400,43.060285,,
4/18/11,326.099987,332.230007,320.160011,331.849998,152474700,43.637562,,
4/19/11,333.099987,337.979992,331.709995,337.859989,104844600,44.427863,,
4/20/11,343.509998,345.749996,341.499992,342.41,175166600,45.026179,,
4/21/11,355.000008,355.129997,348.519993,350.699989,188452600,46.116295,,
4/25/11,350.340008,353.749992,350.300007,353.010002,66636500,46.420057,,
4/26/11,353.620003,354.989994,349.349998,350.42001,84700000,46.079478,,
4/27/11,352.239998,352.349987,347.099987,350.14999,89053300,46.043971,,
4/28/11,346.190006,349.750008,345.520004,346.749992,90239800,45.596879,,
4/29/11,346.780006,353.949997,346.669991,350.12999,251586300,46.041341,,
5/2/11,349.739994,350.469997,345.500004,346.279995,110678400,45.535075,,
5/3/11,347.989994,349.890011,345.620007,348.200012,78337000,45.787553,,
5/4/11,348.259987,351.830002,346.880009,349.570004,97312600,45.967704,,
5/5/11,348.39999,350.950008,346.050003,346.749992,83992300,45.596879,,
5/6/11,349.690006,350,346.210007,346.660004,70033600,45.585046,,
5/9/11,347.860004,349.200008,346.529987,347.599998,51186800,45.708653,,
5/10/11,348.889988,349.690006,346.660004,349.450001,70522900,45.951924,,
5/11/11,349.020004,350,345.239998,347.230003,84000000,45.659999,,
5/12/11,346.119991,347.119987,342.269997,346.569988,80500000,45.573209,,
5/13/11,345.660007,346.250008,340.350006,340.499996,81529000,44.775018,,
5/16/11,339.199993,341.220013,332.600002,333.299992,112443800,43.828233,,
5/17/11,331.999989,336.140003,330.73,336.140003,113083600,44.201688,,
5/18/11,336.469997,341.049995,336,339.869995,83694100,44.692174,,
5/19/11,342.080006,342.41,338.669994,340.53001,65292500,44.778965,,
5/20/11,339.560001,340.949993,335.020004,335.220009,84492100,44.080711,,
5/23/11,329.970009,335.98,329.42001,334.39999,95900000,43.97288,,
5/24/11,335.499989,335.899998,331.34,332.190006,80481800,43.682272,,
5/25/11,333.430008,338.560005,332.849995,336.779991,73556000,44.285845,,
5/26/11,335.970013,336.890007,334.430004,335.000004,55640200,44.051781,,
5/27/11,334.799999,337.629997,334.310001,337.409992,50899800,44.368689,,
5/31/11,341.10001,347.82999,341.000008,347.82999,104438600,45.738896,,
6/1/11,348.869987,352.130009,344.649998,345.509991,138670700,45.433821,,
6/2/11,346.5,347.980007,344.300003,346.099991,84695800,45.511405,,
6/3/11,343.180004,345.330013,342.009991,343.44001,78312500,45.161623,,
6/6/11,345.700008,347.049999,337.810001,338.039993,115485300,44.451533,,
6/7/11,338.17001,338.219997,331.900013,332.039989,132446300,43.662545,,
6/8/11,331.78001,334.799999,330.649998,332.239994,83430900,43.688845,,
6/9/11,333.250004,333.669987,330.75,331.48999,68772200,43.590221,,
6/10/11,330.549995,331.660007,325.509987,325.900009,108488800,42.855151,,
6/13/11,327.200012,328.309998,325.070004,326.599998,82368300,42.947198,,
6/14/11,329.999996,333.250004,329.309994,332.439999,83642300,43.715146,,
6/15/11,329.750004,330.300003,324.880013,326.749989,99799000,42.966921,,
6/16/11,326.900005,328.679993,318.330009,325.159992,127647800,42.75784,,
6/17/11,328.990013,329.249992,319.359993,320.259987,153755000,42.1135,,
6/20/11,317.360001,317.700008,310.500004,315.320007,160161400,41.463903,,
6/21/11,316.680012,325.800007,315.200005,325.299995,123345600,42.77625,,
6/22/11,325.159992,328.899998,322.380009,322.610001,97645800,42.422522,,
6/23/11,318.94001,331.689995,318.119991,331.230011,139939800,43.556035,,
6/24/11,331.369987,333.150002,325.090004,326.350006,109951800,42.914325,,
6/27/11,327.590008,333.900005,327.25,332.039989,84953400,43.662545,,
6/28/11,333.650013,336.699989,333.439995,335.26001,73574900,44.085971,,
6/29/11,336.040001,336.369995,331.880013,334.040009,88136300,43.925543,,
6/30/11,334.699997,336.12999,332.840008,335.670006,80738700,44.139885,,
7/1/11,335.950012,343.500011,334.200012,343.260006,108828300,45.137953,,
7/5/11,343,349.830009,342.499989,349.43,88763500,45.949294,,
7/6/11,348.949989,354.099987,346.709991,351.759987,111156500,46.255682,,
7/7/11,354.669987,357.999996,354.000011,357.200005,99915900,46.971033,,
7/8/11,353.339996,359.999989,352.199997,359.709995,122408300,47.301092,,
7/11/11,356.340012,359.769997,352.820011,354.000011,110668600,46.550241,,
7/12/11,353.529987,357.679989,348.619995,353.749992,112902300,46.517364,,
7/13/11,358.32999,359.999989,356.380013,358.019997,97909700,47.07886,,
7/14/11,361.009998,361.610012,356.340012,357.770004,107633400,47.045987,,
7/15/11,361.170002,364.999996,359.17001,364.919994,121116800,47.986195,,
7/18/11,365.429993,374.64999,365.280003,373.800011,143163300,49.153898,,
7/19/11,378,378.650002,373.32,376.849987,204786400,49.554964,,
7/20/11,396.119987,396.270004,385.999996,386.89999,235335100,50.876517,,
7/21/11,386.950005,390.060009,383.900002,387.290012,131633600,50.927805,,
7/22/11,388.319996,395.050003,387.749996,393.300003,129182200,51.718105,,
7/25/11,390.350002,399.999996,389.619999,398.499989,147451500,52.401892,,
7/26/11,399.999996,404.499992,399.679989,403.410007,119145600,53.047549,,
7/27/11,400.589996,402.640003,392.14999,392.59,164831100,51.624742,,
7/28/11,391.619991,396.989994,388.130005,391.819996,148508500,51.523488,,
7/29/11,387.640007,395.150005,384.000004,390.479992,158146100,51.34728,,
8/1/11,397.779999,399.500011,392.369995,396.749989,153209000,52.171771,,
8/2/11,397.650009,397.900002,388.35001,388.909996,159884900,51.140829,,
8/3/11,390.980003,393.549995,382.23999,392.57,183127000,51.622111,,
8/4/11,389.410007,391.320011,377.349998,377.369999,217851900,49.623344,,
8/5/11,380.440002,383.499992,362.570007,373.620007,301147700,49.130228,,
8/8/11,361.689987,367.769993,353.019989,353.210007,285958400,46.446357,,
8/9/11,361.299992,374.609989,355.000008,374.010002,270645900,49.181512,,
8/10/11,371.14999,374.64999,362.499992,363.690006,219664200,47.824454,,
8/11/11,370.519989,375.450008,364.71999,373.700008,185492300,49.140748,,
8/12/11,378.069988,379.640011,374.230007,376.98999,132244000,49.573374,,
8/15/11,379.629997,384.970013,378.089989,383.410004,115136000,50.417592,,
8/16/11,381.52,383.370003,376.060009,380.480003,124687500,50.032303,,
8/17/11,382.310005,384.519989,378,380.440002,110515300,50.027043,,
8/18/11,370.839996,372.649998,361.370007,366.050007,212858800,48.134789,,
8/19/11,362.169998,366.999989,356.000004,356.029991,193972100,46.817179,,
8/22/11,364.509998,364.879993,355.089996,356.439987,133828800,46.871092,,
8/23/11,360.299995,373.640007,357,373.600006,164208800,49.127598,,
8/24/11,373.46999,378.959995,370.599991,376.180012,156566900,49.466863,,
8/25/11,365.079998,375.450008,364.999996,373.720009,217836500,49.143378,,
8/26/11,371.169991,383.799999,370.799995,383.579994,160369300,50.439945,,
8/29/11,388.179993,391.499989,387.999989,389.969994,101317300,51.280216,,
8/30/11,388.250008,391.839996,386.209988,389.989994,104480600,51.282846,,
8/31/11,390.570007,392.080002,381.860008,384.830009,130646600,50.604319,,
9/1/11,385.819992,387.34,380.720009,381.030003,85931300,50.104627,,
9/2/11,374.740005,378,371.830006,374.050003,109734800,49.186772,,
9/6/11,367.37001,380.330013,366.480003,379.740013,127424500,49.934996,,
9/7/11,385.560013,385.599987,382.000011,383.929989,87644200,50.485969,,
9/8/11,382.399994,388.609989,382.310005,384.140007,104039600,50.513586,,
9/9/11,383.929989,385.999996,375.020012,377.479988,141203300,49.637807,,
9/12/11,372.999992,380.880013,371.899994,379.939991,116958100,49.961292,,
9/13/11,382.139988,386.209988,380.250011,384.619991,110140100,50.576702,,
9/14/11,387.019993,392.209991,385.759991,389.299992,133681100,51.192112,,
9/15/11,391.43,393.660011,389.900005,392.959995,104454700,51.673395,,
9/16/11,395.540001,400.500008,395.030003,400.500008,174628300,52.664891,,
9/19/11,397.000008,413.229992,395.199993,411.630009,205965200,54.128462,,
9/20/11,415.250011,422.860012,411.189999,413.449997,193938500,54.367786,,
9/21/11,419.639992,421.589996,412.000004,412.140007,151494000,54.195525,,
9/22/11,401.030006,409.820007,396.700001,401.820011,242120200,52.838468,,
9/23/11,400.280003,406.73999,399.850006,404.299988,136569300,53.16458,,
9/26/11,399.859993,403.980007,391.300011,403.170002,203219100,53.015989,,
9/27/11,408.729996,409.250008,398.060005,399.260006,158124400,52.501833,,
9/28/11,400.189987,403.740002,396.51001,397.009995,107409400,52.205961,,
9/29/11,401.919987,402.210007,386.209988,390.570007,162771700,51.359117,,
9/30/11,387.119995,388.889996,381.179993,381.319996,136910200,50.14276,,
10/3/11,380.369987,382.639999,373.17001,374.600002,167274800,49.259095,,
10/4/11,374.569988,381.800007,354.23999,372.500008,308419300,48.982951,,
10/5/11,367.860008,379.819988,360.299995,378.249992,196617400,49.739061,,
10/6/11,373.330013,384.779995,371.799992,377.369999,203145600,49.623344,,
10/7/11,375.780003,377.739994,368.490009,369.799999,133864500,48.627905,,
10/10/11,379.090012,388.809994,378.209991,388.809994,110628700,51.127679,,
10/11/11,392.57,403.179989,391.499989,400.289989,151421900,52.637274,,
10/12/11,407.340004,409.250008,400.139999,402.190006,155571500,52.887122,,
10/13/11,404.980003,408.429989,402.849995,408.429989,106546300,53.707666,,
10/14/11,416.829994,421.999992,415.270012,421.999992,143341800,55.492092,,
10/17/11,421.740013,426.699993,415.939987,419.990013,171511200,55.227784,,
10/18/11,421.759987,424.80999,415.990002,422.239998,220400600,55.523653,,
10/19/11,401.349987,408.420002,397.799999,398.619991,276014900,52.417672,,
10/20/11,399.999996,400.349991,394.210011,395.310009,137317600,51.982417,,
10/21/11,398.100006,399.140003,390.750011,392.870007,155311100,51.661562,,
10/24/11,396.179989,406.500011,395.399998,405.770008,125534500,53.357884,,
10/25/11,405.029991,406.549999,397.37999,397.770012,107606800,52.305902,,
10/26/11,401.76001,402.549988,393.150013,400.60001,114076200,52.678041,,
10/27/11,407.560009,408.999989,401.889999,404.69001,123666200,53.215867,,
10/28/11,403.000011,406.349995,402.509987,404.949989,80710700,53.250054,,
10/31/11,402.419998,409.330009,401.050007,404.779999,96375300,53.2277,,
11/1/11,397.410004,399.500011,393.220001,396.51001,132947500,52.140214,,
11/2/11,400.090012,400.440006,395.110004,397.410004,81837700,52.258562,,
11/3/11,399.069988,403.399994,395.359997,403.07,110346600,53.002839,,
11/4/11,402.030003,403.439995,399.160004,400.240002,75557300,52.6307,,
11/7/11,399.910007,399.999996,396.130001,399.730003,67568900,52.563637,,
11/8/11,402.210007,407.999992,401.560005,406.229992,100110500,53.418371,,
11/9/11,396.969994,400.890003,394.230011,395.279995,139671000,51.97847,,
11/10/11,397.029995,397.209999,382.150002,385.220005,186188100,50.655603,,
11/11/11,386.609997,388.700005,380.259998,384.619991,163446500,50.576702,,
11/14/11,383.519993,385.249992,378.200005,379.260002,108226300,49.871875,,
11/15/11,380.800011,389.499996,379.449993,388.829994,107702700,51.130309,,
11/16/11,389.250004,391.140007,384.320011,384.770008,87302600,50.596429,,
11/17/11,383.980003,384.57999,375.499996,377.41,119975100,49.628604,,
11/18/11,378.919994,379.990005,374.880009,374.94001,92984500,49.303806,,
11/21/11,370.400013,371.679989,365.910004,369.009995,111995100,48.524021,,
11/22/11,371.02,377.930012,370.939999,376.510006,102255300,49.510257,,
11/23/11,374.509987,375.840004,366.880013,366.990002,107067800,48.258397,,
11/25/11,368.419994,371.14999,363.320011,363.570004,63690200,47.808674,,
11/28/11,372.349991,376.719997,370.329998,376.12001,86603300,49.458973,,
11/29/11,375.840004,378.830006,370.200008,373.199997,93963800,49.074998,,
11/30/11,381.290009,382.279991,378.300007,382.199989,101484600,50.258477,,
12/1/11,382.539997,389.000011,380.749996,387.93,96795300,51.011962,,
12/2/11,389.82999,393.629997,388.580002,389.700001,94763900,51.244713,,
12/5/11,393.489994,396.410007,390.390003,393.01001,89302500,51.679972,,
12/6/11,392.509998,394.629993,389.379993,390.949989,70899500,51.409084,,
12/7/11,389.929993,390.940002,386.759987,389.09,76186600,51.164499,,
12/8/11,391.450001,395.5,390.23,390.659996,94089100,51.37095,,
12/9/11,392.850006,394.039993,391.029991,393.62001,74248300,51.760186,,
12/12/11,391.679993,393.89999,389.450008,391.839996,75266800,51.526118,,
12/13/11,392.999996,395.399998,387.099995,388.809994,84732200,51.127679,,
12/14/11,386.700012,387.380001,377.679993,380.19001,101721900,49.994169,,
12/15/11,383.330002,383.739998,378.309994,378.939995,64050000,49.829795,,
12/16/11,380.360001,384.149994,379.569996,381.019989,105369600,50.10331,,
12/19/11,382.470009,384.85001,380.480003,382.210003,58882600,50.259794,,
12/20/11,387.76001,396.099987,387.259998,395.949997,84303800,52.066574,,
12/21/11,396.689987,397.299988,392.009987,396.450008,65737000,52.132324,,
12/22/11,397.000008,399.12999,396.099987,398.550003,50589700,52.408469,,
12/23/11,399.690002,403.590012,399.489998,403.330006,67349800,53.037029,,
12/27/11,403.099987,409.090004,403.020012,406.529999,66269000,53.457821,,
12/28/11,406.890007,408.250011,401.34,402.640003,57165500,52.946295,,
